county_fips,bea_county_name,state_name,total_gdp_thousands,engine_type,engine_label,engine_share,dominant_industry,dominant_industry_share,specialized_industry,specialization_gap,agriculture_share,mining_share,construction_share,manufacturing_share,wholesale_share,retail_share,transportation_share,information_share,finance_real_estate_share,professional_business_share,education_health_share,leisure_hospitality_share,other_services_share,government_share,knowledge_command_share,resource_share,manufacturing_share,trade_logistics_share,education_health_share,leisure_amenity_share,government_share
01001,"Autauga, AL",Alabama,760973.0,manufacturing,Manufacturing,24.783665123466932,manufacturing,24.783665123466932,manufacturing,10.858576417995558,1.9615676246069178,0.19172822163204215,9.309922953902438,24.783665123466932,2.2563218405909278,10.193397137611978,1.6743038189265584,0.8393201861301256,18.873731393886512,3.097613187327277,3.6281182118156625,4.445492809863162,3.5001241831181926,12.68113323337359,22.810664767343916,2.1532958462389598,24.783665123466932,14.124022797129465,3.6281182118156625,4.445492809863162,12.68113323337359
01003,"Baldwin, AL",Alabama,3128482.0,knowledge_command,Knowledge / command,36.52519017210263,finance_real_estate,29.255082816522517,finance_real_estate,9.132418980845678,0.4468940527706408,0.12951968398731398,9.140503285619033,8.880473021740256,3.8122961870964893,10.450947136662444,1.7449037584362,2.259242661456898,29.255082816522517,5.01086469412322,5.942338808406122,6.812249519095842,3.516018311756309,12.16308740149376,36.52519017210263,0.5764137367579548,8.880473021740256,16.008147082195133,5.942338808406122,6.812249519095842,12.16308740149376
01005,"Barbour, AL",Alabama,642028.0,manufacturing,Manufacturing,31.80951609587121,manufacturing,31.80951609587121,manufacturing,17.884427390399836,8.89665248244625,2.650507454503542,1.4166048832761189,31.80951609587121,,6.515292167942831,6.67868068059337,0.7509018298267365,13.398013793790925,2.1985022460079624,4.864896858080956,,1.9388562492601569,13.771985022460079,16.347417869625623,11.547159936949791,31.80951609587121,13.193972848536202,4.864896858080956,0.0,13.771985022460079
01007,"Bibb, AL",Alabama,217109.0,government,Government,25.805470984620626,government,25.805470984620626,government,12.642143201945085,5.337411162135148,0.715769498270454,8.773012634206781,9.318821421497956,,7.505907171052328,3.193787452385668,0.9502139478326556,19.660170697667994,,2.791685282507865,1.293359556720357,5.275691012348636,25.805470984620626,20.61038464550065,6.053180660405602,9.318821421497956,10.699694623437995,2.791685282507865,1.293359556720357,25.805470984620626
01009,"Blount, AL",Alabama,622473.0,knowledge_command,Knowledge / command,23.783200235190925,finance_real_estate,20.291000573518854,agriculture,8.834693926200226,9.786930517468226,0.650309330685829,7.351965466775266,14.968842022063608,4.0539910968025925,8.264615493362765,,3.4921996616720725,20.291000573518854,,4.81546990793175,1.9481969499078675,4.61513993378026,13.896345704954271,23.783200235190925,10.437239848154055,14.968842022063608,12.318606590165357,4.81546990793175,1.9481969499078675,13.896345704954271
01011,"Bullock, AL",Alabama,175064.0,government,Government,19.791619065027646,government,19.791619065027646,agriculture,13.587588844001386,14.539825435269387,0.0,,0.0,,4.96504135630398,1.3697847644290086,,17.824338527624185,,5.843005986382123,2.495087510853174,2.4551021340766805,19.791619065027646,17.824338527624185,14.539825435269387,0.0,6.3348261207329895,5.843005986382123,2.495087510853174,19.791619065027646
01013,"Butler, AL",Alabama,363625.0,knowledge_command,Knowledge / command,18.09831557236164,manufacturing,17.06235819869371,agriculture,8.742916382262422,9.695152973530423,0.0,4.526916466139567,17.06235819869371,4.177655551735992,11.398281196287384,,2.0694396699896873,16.02887590237195,,8.719147473358541,3.691990374699209,3.819869370917841,13.12918528704022,18.09831557236164,9.695152973530423,17.06235819869371,15.575936748023375,8.719147473358541,3.691990374699209,13.12918528704022
01015,"Calhoun, AL",Alabama,2755806.0,knowledge_command,Knowledge / command,23.729790848847856,government,22.852733465272955,government,9.689405682597414,0.5449948218415955,0.10802647211015579,3.459604921391419,17.79922099015678,7.853963595405482,8.272498136661289,1.8257816406524987,3.2309966666739243,15.2871791410571,5.211615041116827,6.711575488260059,3.0138551117168624,2.7080643557637947,22.852733465272955,23.729790848847856,0.6530212939517513,17.79922099015678,17.95224337271927,6.711575488260059,3.0138551117168624,22.852733465272955
01017,"Chambers, AL",Alabama,704511.0,manufacturing,Manufacturing,39.88951201613602,manufacturing,39.88951201613602,manufacturing,25.964423310664642,1.9649089936140105,0.0,4.428461727354151,39.88951201613602,1.1772704755497074,8.102499464167344,3.642668460818923,2.3051449870903364,13.027191910417296,3.6413909789911014,0.0,1.9528438874623675,2.4150084242829424,9.950731784173703,18.973727876498735,1.9649089936140105,39.88951201613602,12.922438400535976,0.0,1.9528438874623675,9.950731784173703
01019,"Cherokee, AL",Alabama,308803.0,knowledge_command,Knowledge / command,27.37862002635985,finance_real_estate,22.449587601156725,agriculture,6.0276178790577415,6.9798544703257415,0.8063393166517165,4.130788884823009,17.058124435319606,3.197183965181685,9.524195036965315,,2.9844269647639434,22.449587601156725,1.9446054604391798,3.40152135827696,,3.528463130215704,16.495629899968588,27.37862002635985,7.786193786977458,17.058124435319606,12.721379002147,3.40152135827696,0.0,16.495629899968588
01021,"Chilton, AL",Alabama,503927.0,knowledge_command,Knowledge / command,25.590214455665205,finance_real_estate,22.145866365564853,retail,5.849108086185003,3.333022441742554,0.4859830888204046,8.573662455077818,12.30594907595743,3.566191134827068,12.553008669906554,3.3695356668723844,1.1128596006961324,22.145866365564853,2.331488489404219,3.9013587285459996,3.1548220277937085,4.83423194232498,15.026184348129789,25.590214455665205,3.819005530562958,12.30594907595743,19.488735471606006,3.9013587285459996,3.1548220277937085,15.026184348129789
01023,"Choctaw, AL",Alabama,511888.0,manufacturing,Manufacturing,66.2224939830588,manufacturing,66.2224939830588,manufacturing,52.29740527758742,2.7765839402369266,1.2768418091457507,2.603694558184603,66.2224939830588,,3.0830963023161315,1.0916450473541088,0.5544181539711812,8.057231269340168,1.3137639483637045,2.0889335167067795,1.0162379270465416,1.5341246522676835,5.38105991935736,9.925413371675052,4.0534257493826775,66.2224939830588,4.17474134967024,2.0889335167067795,1.0162379270465416,5.38105991935736
01025,"Clarke, AL",Alabama,541887.0,manufacturing,Manufacturing,30.894448473574748,manufacturing,30.894448473574748,manufacturing,16.969359768103374,3.581927597451129,0.8256333885108889,3.2344381762249323,30.894448473574748,1.243986292345083,9.393286792264808,3.1176241541133116,1.263547566189999,16.013117125895253,2.234229645664133,5.3088559053824875,2.1044978012020956,3.116701452516853,16.251543218420075,19.510894337749384,4.407560985962018,30.894448473574748,13.754897238723203,5.3088559053824875,2.1044978012020956,16.251543218420075
01027,"Clay, AL",Alabama,255894.0,manufacturing,Manufacturing,41.65826475024815,manufacturing,41.65826475024815,manufacturing,27.733176044776776,,0.0,2.918005111491477,41.65826475024815,,4.686706214291855,2.77771264664275,0.8652019977021734,15.497041743847062,0.7538277568055524,2.862904171258412,0.7964235191133829,2.608111171031755,16.400540848945266,17.11607149835479,0.0,41.65826475024815,7.464418860934606,2.862904171258412,0.7964235191133829,16.400540848945266
01029,"Cleburne, AL",Alabama,253653.0,manufacturing,Manufacturing,38.19115090300529,manufacturing,38.19115090300529,manufacturing,24.266062197533913,,0.04257785242043264,9.890677421516797,38.19115090300529,0.6611394306394957,5.983765222567839,,0.4060665554911631,12.742999294311518,1.077850449235767,0.8172582228477486,1.0388207511837038,2.5353534158870583,13.73924219307479,14.226916299038448,0.04257785242043264,38.19115090300529,6.644904653207335,0.8172582228477486,1.0388207511837038,13.73924219307479
01031,"Coffee, AL",Alabama,792922.0,knowledge_command,Knowledge / command,25.186209992912293,finance_real_estate,18.29826893439708,agriculture,11.093084386079077,12.045320977347078,0.0,2.57730268551005,15.154075684619672,3.350897061753867,11.653226925220892,1.134790055011716,2.7399920799271555,18.29826893439708,4.147948978588058,7.775796358279881,2.479436817240536,3.7842309836276455,14.116142571400466,25.186209992912293,12.045320977347078,15.154075684619672,16.138914041986475,7.775796358279881,2.479436817240536,14.116142571400466
01033,"Colbert, AL",Alabama,1430902.0,government,Government,23.210115018359048,government,23.210115018359048,government,10.046787235683507,0.6307210416925827,0.611222851040812,5.049821720844614,17.631675684288652,5.006562294273123,8.098528061320762,2.94814040374533,1.8699393808940095,13.501902995453218,,4.497023555771115,2.2813581922451713,2.883845294786086,23.210115018359048,15.371842376347228,1.2419438927333948,17.631675684288652,16.053230759339215,4.497023555771115,2.2813581922451713,23.210115018359048
01035,"Conecuh, AL",Alabama,244537.0,trade_logistics,Trade / logistics,33.008092844845564,transportation,20.031733439111463,transportation,17.12102594901207,7.885923193627141,0.680878558254988,1.6876791651161176,12.048892396651631,9.039122913914868,3.937236491819234,20.031733439111463,0.995350396872457,13.78359920993551,2.2458769020639004,6.683651144816531,1.8835595431366214,2.5623934210364894,16.254799887133643,17.024826508871868,8.56680175188213,12.048892396651631,33.008092844845564,6.683651144816531,1.8835595431366214,16.254799887133643
01037,"Coosa, AL",Alabama,140168.0,manufacturing,Manufacturing,38.268363677872266,manufacturing,38.268363677872266,manufacturing,24.34327497240089,,0.0,,38.268363677872266,3.2981850351007362,3.969522287540665,,,18.753210433194454,1.1949945779350495,2.3371953655613265,1.215684036299298,3.1776154329090804,14.644569373894184,19.948205011129502,0.0,38.268363677872266,7.267707322641401,2.3371953655613265,1.215684036299298,14.644569373894184
01039,"Covington, AL",Alabama,783773.0,knowledge_command,Knowledge / command,21.321224385121713,manufacturing,21.06387946510023,manufacturing,7.138790759628854,5.987447896265883,0.49006536331310213,4.085494141798709,21.06387946510023,6.769562105354485,8.6976713920995,3.08813904025783,1.6865852740525638,16.644742801806135,2.9898963092630138,6.484530597507186,2.052507550017671,2.7293616901832545,12.489202868687745,21.321224385121713,6.477513259578985,21.06387946510023,18.555372537711815,6.484530597507186,2.052507550017671,12.489202868687745
01041,"Crenshaw, AL",Alabama,216518.0,resource,Resource extraction,28.802686150805012,agriculture,28.802686150805012,agriculture,27.85044955953701,28.802686150805012,0.0,3.3401380023831737,4.194570428324665,9.896636769229348,7.113496337486952,,0.025402045095557876,17.654883196778094,1.8464977507643705,5.913134242880499,,2.9480227971808346,13.03586768767493,19.526782992638022,28.802686150805012,4.194570428324665,17.0101331067163,5.913134242880499,0.0,13.03586768767493
01043,"Cullman, AL",Alabama,1636994.0,trade_logistics,Trade / logistics,20.65199994624293,manufacturing,19.135439714501093,agriculture,8.701555664537457,9.653792255805458,0.021625002901659994,5.982306593671082,19.135439714501093,4.050473001122789,8.556048464441531,8.045478480678609,1.2099005860742311,16.55522256037591,2.790724950732868,7.81841595021118,2.3763068160298695,2.8759421231843243,10.547808971810525,20.55584809718301,9.675417258707117,19.135439714501093,20.65199994624293,7.81841595021118,2.3763068160298695,10.547808971810525
